"wz11cd","lsoa11cd","msoa11cd","date","NS-SeC: All categories: NS-SeC; measures: Value","NS-SeC: 1. Higher managerial, administrative and professional occupations; measures: Value","NS-SeC: 1.1 Large employers and higher managerial and administrative occupations; measures: Value","NS-SeC: L1 Employers in large establishments; measures: Value","NS-SeC: L2 Higher managerial and administrative occupations; measures: Value","NS-SeC: 1.2 Higher professional occupations; measures: Value","NS-SeC: L3.1 Traditional employees; measures: Value","NS-SeC: L3.2 New employees; measures: Value","NS-SeC: L3.3 Traditional self-employed; measures: Value","NS-SeC: L3.4 New self-employed; measures: Value","NS-SeC: 2. Lower managerial, administrative and professional occupations; measures: Value","NS-SeC: L4 Lower professional and higher technical occupations; measures: Value","NS-SeC: L4.1 Traditional employees; measures: Value","NS-SeC: L4.2 New employees; measures: Value","NS-SeC: L4.3 Traditional self-employed; measures: Value","NS-SeC: L4.4 New self-employed; measures: Value","NS-SeC: L5 Lower managerial and administrative occupations; measures: Value","NS-SeC: L6 Higher supervisory occupations; measures: Value","NS-SeC: 3. Intermediate occupations; measures: Value","NS-SeC: L7.1 Intermediate clerical and administrative occupations; measures: Value","NS-SeC: L7.2 Intermediate sales and service occupations; measures: Value","NS-SeC: L7.3 Intermediate technical and auxiliary occupations; measures: Value","NS-SeC: L7.4 Intermediate engineering occupations; measures: Value","NS-SeC: 4. Small employers and own account workers; measures: Value","NS-SeC: L8 Employers in small establishments; measures: Value","NS-SeC: L8.1 Employers in small establishments in industry, commerce, services etc.; measures: Value","NS-SeC: L8.2 Employers in small establishments in agriculture; measures: Value","NS-SeC: L9 Own account workers; measures: Value","NS-SeC: L9.1 Own account workers (non-professional); measures: Value","NS-SeC: L9.2 Own account workers (agriculture); measures: Value","NS-SeC: 5. Lower supervisory and technical occupations; measures: Value","NS-SeC: L10 Lower supervisory occupations; measures: Value","NS-SeC: L11 Lower technical occupations; measures: Value","NS-SeC: L11.1 Lower technical craft occupations; measures: Value","NS-SeC: L11.2 Lower technical process operative occupations; measures: Value","NS-SeC: 6. Semi-routine occupations; measures: Value","NS-SeC: L12.1 Semi-routine sales occupations; measures: Value","NS-SeC: L12.2 Semi-routine service occupations; measures: Value","NS-SeC: L12.3 Semi-routine technical occupations; measures: Value","NS-SeC: L12.4 Semi-routine operative occupations; measures: Value","NS-SeC: L12.5 Semi-routine agricultural occupations; measures: Value","NS-SeC: L12.6 Semi-routine clerical occupations; measures: Value","NS-SeC: L12.7 Semi-routine childcare occupations; measures: Value","NS-SeC: 7. Routine occupations; measures: Value","NS-SeC: L13.1 Routine sales and service occupations; measures: Value","NS-SeC: L13.2 Routine production occupations; measures: Value","NS-SeC: L13.3 Routine technical occupations; measures: Value","NS-SeC: L13.4 Routine operative occupations; measures: Value","NS-SeC: L13.5 Routine agricultural occupations; measures: Value","NS-SeC: L15 Full-time students; measures: Value"
"E33019977","E01009421","E02001830",2011,421,43,12,0,12,31,2,12,12,5,102,63,21,5,32,5,30,9,39,27,7,3,2,65,13,13,0,52,51,1,43,25,18,17,1,35,5,18,1,5,1,5,0,52,35,2,1,11,3,42
"E33019978","E01009424","E02001830",2011,338,62,14,0,14,48,25,16,7,0,76,41,24,4,13,0,23,12,54,31,5,12,6,61,28,28,0,33,33,0,21,12,9,9,0,34,9,15,2,8,0,0,0,25,5,5,8,7,0,5
"E33019979","E01009424","E02001830",2011,230,16,4,0,4,12,6,2,4,0,26,17,10,0,6,1,8,1,9,9,0,0,0,22,5,5,0,17,17,0,19,14,5,5,0,126,3,121,0,0,0,0,2,11,0,1,4,6,0,1
"E33019979","E01009430","E02001830",2011,230,16,4,0,4,12,6,2,4,0,26,17,10,0,6,1,8,1,9,9,0,0,0,22,5,5,0,17,17,0,19,14,5,5,0,126,3,121,0,0,0,0,2,11,0,1,4,6,0,1
"E33019980","E01009427","E02001830",2011,333,73,13,0,13,60,16,30,13,1,121,89,59,16,11,3,25,7,44,30,10,4,0,43,5,5,0,38,38,0,6,2,4,4,0,24,1,17,2,0,0,2,2,13,4,0,2,7,0,9
"E33019980","E01009430","E02001830",2011,333,73,13,0,13,60,16,30,13,1,121,89,59,16,11,3,25,7,44,30,10,4,0,43,5,5,0,38,38,0,6,2,4,4,0,24,1,17,2,0,0,2,2,13,4,0,2,7,0,9
"E33019981","E01009430","E02001830",2011,281,38,10,0,10,28,6,7,13,2,77,57,38,6,11,2,17,3,39,18,19,2,0,33,5,5,0,28,27,1,21,13,8,8,0,30,1,20,2,1,1,0,5,28,23,0,3,2,0,15
"E33019981","E01009427","E02001830",2011,281,38,10,0,10,28,6,7,13,2,77,57,38,6,11,2,17,3,39,18,19,2,0,33,5,5,0,28,27,1,21,13,8,8,0,30,1,20,2,1,1,0,5,28,23,0,3,2,0,15
"E33019982","E01009468","E02001830",2011,278,40,12,0,12,28,11,7,7,3,71,56,25,9,16,6,12,3,18,12,1,3,2,62,13,13,0,49,48,1,23,14,9,9,0,38,1,32,0,4,0,1,0,17,6,1,5,5,0,9
"E33019983","E01009424","E02001830",2011,349,62,23,0,23,39,18,11,10,0,106,72,51,12,8,1,23,11,76,66,9,0,1,35,17,17,0,18,18,0,8,6,2,2,0,31,3,16,5,1,0,6,0,22,0,0,4,18,0,9
"E33019984","E01009424","E02001830",2011,914,144,21,0,21,123,81,25,14,3,400,343,313,6,23,1,33,24,149,83,50,11,5,79,16,16,0,63,63,0,27,13,14,14,0,70,3,49,2,1,0,7,8,32,7,1,6,16,2,13
"E33019984","E01009428","E02001830",2011,914,144,21,0,21,123,81,25,14,3,400,343,313,6,23,1,33,24,149,83,50,11,5,79,16,16,0,63,63,0,27,13,14,14,0,70,3,49,2,1,0,7,8,32,7,1,6,16,2,13
"E33019985","E01009448","E02001831",2011,321,30,6,0,6,24,12,8,3,1,77,62,47,9,5,1,6,9,44,16,23,2,3,83,12,12,0,71,71,0,14,10,4,4,0,31,1,21,2,3,0,1,3,34,12,1,4,14,3,8
"E33019985","E01009445","E02001831",2011,321,30,6,0,6,24,12,8,3,1,77,62,47,9,5,1,6,9,44,16,23,2,3,83,12,12,0,71,71,0,14,10,4,4,0,31,1,21,2,3,0,1,3,34,12,1,4,14,3,8
"E33019986","E01009447","E02001831",2011,262,28,1,0,1,27,10,4,10,3,63,44,19,8,11,6,16,3,26,12,10,1,3,58,3,3,0,55,54,1,12,10,2,1,1,53,2,45,0,5,0,1,0,17,6,1,3,7,0,5
"E33019986","E01009446","E02001831",2011,262,28,1,0,1,27,10,4,10,3,63,44,19,8,11,6,16,3,26,12,10,1,3,58,3,3,0,55,54,1,12,10,2,1,1,53,2,45,0,5,0,1,0,17,6,1,3,7,0,5
"E33019987","E01009447","E02001831",2011,704,197,35,0,35,162,81,72,7,2,234,104,78,18,5,3,46,84,148,126,17,2,3,60,8,7,1,52,52,0,15,7,8,8,0,25,1,13,0,4,1,6,0,20,0,1,8,11,0,5
"E33019987","E01009445","E02001831",2011,704,197,35,0,35,162,81,72,7,2,234,104,78,18,5,3,46,84,148,126,17,2,3,60,8,7,1,52,52,0,15,7,8,8,0,25,1,13,0,4,1,6,0,20,0,1,8,11,0,5
"E33019987","E01009446","E02001831",2011,704,197,35,0,35,162,81,72,7,2,234,104,78,18,5,3,46,84,148,126,17,2,3,60,8,7,1,52,52,0,15,7,8,8,0,25,1,13,0,4,1,6,0,20,0,1,8,11,0,5
"E33019988","E01009452","E02001831",2011,364,31,4,0,4,27,14,4,9,0,137,114,96,5,9,4,15,8,34,17,15,1,1,56,8,8,0,48,48,0,30,11,19,18,1,41,2,28,1,2,0,5,3,27,6,2,5,14,0,8
"E33019988","E01009455","E02001831",2011,364,31,4,0,4,27,14,4,9,0,137,114,96,5,9,4,15,8,34,17,15,1,1,56,8,8,0,48,48,0,30,11,19,18,1,41,2,28,1,2,0,5,3,27,6,2,5,14,0,8
"E33019989","E01009447","E02001831",2011,534,30,6,0,6,24,10,7,7,0,215,180,170,2,7,1,18,17,104,40,60,2,2,60,11,11,0,49,48,1,23,13,10,10,0,47,20,18,1,3,0,1,4,46,19,4,5,17,1,9
"E33019989","E01009452","E02001831",2011,534,30,6,0,6,24,10,7,7,0,215,180,170,2,7,1,18,17,104,40,60,2,2,60,11,11,0,49,48,1,23,13,10,10,0,47,20,18,1,3,0,1,4,46,19,4,5,17,1,9
"E33019989","E01009448","E02001831",2011,534,30,6,0,6,24,10,7,7,0,215,180,170,2,7,1,18,17,104,40,60,2,2,60,11,11,0,49,48,1,23,13,10,10,0,47,20,18,1,3,0,1,4,46,19,4,5,17,1,9
"E33019990","E01009437","E02001832",2011,213,20,7,0,7,13,7,1,4,1,33,16,12,1,2,1,12,5,26,17,5,3,1,36,16,16,0,20,19,1,16,14,2,2,0,42,16,14,2,2,0,5,3,26,13,3,2,8,0,14
"E33019991","E01009444","E02001832",2011,370,23,4,0,4,19,3,4,11,1,77,47,29,9,5,4,25,5,32,16,8,5,3,63,11,11,0,52,52,0,30,20,10,10,0,101,20,56,1,5,0,19,0,28,18,1,2,7,0,16
"E33019992","E01009454","E02001832",2011,282,42,7,0,7,35,8,10,14,3,60,42,12,9,13,8,16,2,26,19,3,0,4,89,16,16,0,73,73,0,13,5,8,8,0,36,15,8,4,4,0,3,2,8,1,1,1,5,0,8
"E33019992","E01009435","E02001832",2011,282,42,7,0,7,35,8,10,14,3,60,42,12,9,13,8,16,2,26,19,3,0,4,89,16,16,0,73,73,0,13,5,8,8,0,36,15,8,4,4,0,3,2,8,1,1,1,5,0,8
"E33019993","E01009432","E02001832",2011,3177,502,36,0,36,466,427,24,13,2,1418,1325,1294,8,20,3,26,67,710,329,37,342,2,42,8,8,0,34,34,0,70,48,22,20,2,269,19,201,3,7,0,29,10,96,14,2,12,68,0,70
"E33019994","E01009437","E02001832",2011,381,18,4,0,4,14,7,4,2,1,172,127,118,3,4,2,18,27,53,9,40,3,1,30,9,9,0,21,20,1,19,13,6,6,0,37,0,28,2,0,0,4,3,27,9,1,4,13,0,25
"E33019995","E01009435","E02001832",2011,327,48,8,0,8,40,16,15,7,2,71,41,21,7,13,0,21,9,39,15,19,4,1,69,15,15,0,54,54,0,32,21,11,10,1,28,3,19,3,1,0,2,0,23,9,0,5,9,0,17
"E33019995","E01009437","E02001832",2011,327,48,8,0,8,40,16,15,7,2,71,41,21,7,13,0,21,9,39,15,19,4,1,69,15,15,0,54,54,0,32,21,11,10,1,28,3,19,3,1,0,2,0,23,9,0,5,9,0,17
"E33019996","E01009467","E02001833",2011,329,30,8,0,8,22,7,9,4,2,72,53,35,0,15,3,12,7,63,12,45,1,5,80,14,14,0,66,66,0,18,10,8,8,0,38,7,20,2,0,0,5,4,23,12,1,6,3,1,5
"E33019996","E01009465","E02001833",2011,329,30,8,0,8,22,7,9,4,2,72,53,35,0,15,3,12,7,63,12,45,1,5,80,14,14,0,66,66,0,18,10,8,8,0,38,7,20,2,0,0,5,4,23,12,1,6,3,1,5
"E33019997","E01009221","E02001833",2011,345,12,4,0,4,8,6,2,0,0,80,40,36,2,2,0,27,13,77,49,25,2,1,29,7,7,0,22,22,0,19,16,3,3,0,72,34,29,2,2,1,4,0,33,14,0,5,13,1,23
"E33019998","E01009464","E02001833",2011,292,27,3,0,3,24,6,6,12,0,69,40,23,6,9,2,22,7,34,10,17,3,4,84,18,18,0,66,64,2,17,11,6,6,0,29,8,6,1,2,0,12,0,20,7,2,7,4,0,12
"E33019998","E01009465","E02001833",2011,292,27,3,0,3,24,6,6,12,0,69,40,23,6,9,2,22,7,34,10,17,3,4,84,18,18,0,66,64,2,17,11,6,6,0,29,8,6,1,2,0,12,0,20,7,2,7,4,0,12
"E33019999","E01009221","E02001833",2011,352,28,6,0,6,22,11,4,7,0,81,48,32,2,13,1,18,15,68,34,27,3,4,58,12,12,0,46,46,0,21,14,7,7,0,78,24,44,2,3,0,5,0,10,1,1,5,3,0,8
"E33019999","E01009465","E02001833",2011,352,28,6,0,6,22,11,4,7,0,81,48,32,2,13,1,18,15,68,34,27,3,4,58,12,12,0,46,46,0,21,14,7,7,0,78,24,44,2,3,0,5,0,10,1,1,5,3,0,8
"E33020000","E01009220","E02001834",2011,576,21,5,0,5,16,7,4,4,1,100,64,48,3,13,0,21,15,67,21,32,3,11,166,29,28,1,137,136,1,45,15,30,29,1,64,13,30,3,8,0,3,7,82,23,7,29,23,0,31
"E33020000","E01009233","E02001834",2011,576,21,5,0,5,16,7,4,4,1,100,64,48,3,13,0,21,15,67,21,32,3,11,166,29,28,1,137,136,1,45,15,30,29,1,64,13,30,3,8,0,3,7,82,23,7,29,23,0,31
"E33020000","E01009224","E02001834",2011,576,21,5,0,5,16,7,4,4,1,100,64,48,3,13,0,21,15,67,21,32,3,11,166,29,28,1,137,136,1,45,15,30,29,1,64,13,30,3,8,0,3,7,82,23,7,29,23,0,31
"E33020000","E01009222","E02001834",2011,576,21,5,0,5,16,7,4,4,1,100,64,48,3,13,0,21,15,67,21,32,3,11,166,29,28,1,137,136,1,45,15,30,29,1,64,13,30,3,8,0,3,7,82,23,7,29,23,0,31
"E33020001","E01009471","E02001835",2011,288,26,6,0,6,20,6,5,8,1,72,47,24,9,12,2,22,3,26,17,7,2,0,60,17,17,0,43,43,0,22,11,11,11,0,46,7,33,3,0,0,2,1,23,14,2,1,5,1,13
"E33020002","E01009453","E02001835",2011,566,91,5,0,5,86,41,10,33,2,145,104,59,18,23,4,32,9,68,43,18,5,2,89,22,22,0,67,67,0,30,12,18,18,0,89,29,19,2,6,0,33,0,33,18,1,6,8,0,21
"E33020002","E01009449","E02001835",2011,566,91,5,0,5,86,41,10,33,2,145,104,59,18,23,4,32,9,68,43,18,5,2,89,22,22,0,67,67,0,30,12,18,18,0,89,29,19,2,6,0,33,0,33,18,1,6,8,0,21
"E33020002","E01009451","E02001835",2011,566,91,5,0,5,86,41,10,33,2,145,104,59,18,23,4,32,9,68,43,18,5,2,89,22,22,0,67,67,0,30,12,18,18,0,89,29,19,2,6,0,33,0,33,18,1,6,8,0,21
"E33020003","E01009471","E02001835",2011,272,28,8,0,8,20,5,6,8,1,91,71,41,9,18,3,13,7,25,13,11,0,1,44,10,10,0,34,34,0,18,12,6,6,0,46,3,43,0,0,0,0,0,13,0,3,2,8,0,7
"E33020003","E01009466","E02001835",2011,272,28,8,0,8,20,5,6,8,1,91,71,41,9,18,3,13,7,25,13,11,0,1,44,10,10,0,34,34,0,18,12,6,6,0,46,3,43,0,0,0,0,0,13,0,3,2,8,0,7
"E33020004","E01009466","E02001835",2011,357,53,6,0,6,47,18,14,13,2,142,115,93,9,11,2,19,8,40,21,16,2,1,48,5,5,0,43,42,1,15,8,7,7,0,31,2,25,0,2,0,2,0,24,8,2,6,8,0,4
"E33020005","E01009449","E02001835",2011,506,61,15,0,15,46,29,8,5,4,126,77,71,1,5,0,34,15,65,40,17,6,2,37,10,10,0,27,26,1,41,34,7,6,1,103,10,75,0,4,0,14,0,30,13,0,6,11,0,43
"E33020006","E01009451","E02001835",2011,450,39,9,0,9,30,12,11,6,1,186,161,141,3,12,5,15,10,77,21,50,5,1,50,16,15,1,34,34,0,14,10,4,4,0,53,2,34,1,1,0,8,7,27,12,0,3,11,1,4
"E33020007","E01009472","E02001836",2011,370,51,6,0,6,45,16,14,13,2,66,37,13,8,13,3,25,4,38,31,2,4,1,102,17,17,0,85,84,1,14,9,5,5,0,31,4,21,0,2,0,4,0,64,6,2,4,52,0,4
"E33020007","E01009474","E02001836",2011,370,51,6,0,6,45,16,14,13,2,66,37,13,8,13,3,25,4,38,31,2,4,1,102,17,17,0,85,84,1,14,9,5,5,0,31,4,21,0,2,0,4,0,64,6,2,4,52,0,4
"E33020007","E01009470","E02001836",2011,370,51,6,0,6,45,16,14,13,2,66,37,13,8,13,3,25,4,38,31,2,4,1,102,17,17,0,85,84,1,14,9,5,5,0,31,4,21,0,2,0,4,0,64,6,2,4,52,0,4
"E33020008","E01009472","E02001836",2011,309,40,5,0,5,35,9,13,11,2,55,40,28,5,5,2,15,0,23,11,9,0,3,96,17,17,0,79,78,1,15,9,6,6,0,40,7,23,3,6,0,0,1,28,9,1,6,12,0,12
"E33020008","E01009135","E02001836",2011,309,40,5,0,5,35,9,13,11,2,55,40,28,5,5,2,15,0,23,11,9,0,3,96,17,17,0,79,78,1,15,9,6,6,0,40,7,23,3,6,0,0,1,28,9,1,6,12,0,12
"E33020008","E01009473","E02001836",2011,309,40,5,0,5,35,9,13,11,2,55,40,28,5,5,2,15,0,23,11,9,0,3,96,17,17,0,79,78,1,15,9,6,6,0,40,7,23,3,6,0,0,1,28,9,1,6,12,0,12
"E33020009","E01009469","E02001836",2011,263,24,2,0,2,22,11,5,6,0,92,74,53,7,12,2,9,9,42,13,28,0,1,45,11,11,0,34,34,0,10,8,2,2,0,23,0,10,1,5,0,1,6,21,15,1,1,4,0,6
"E33020009","E01009470","E02001836",2011,263,24,2,0,2,22,11,5,6,0,92,74,53,7,12,2,9,9,42,13,28,0,1,45,11,11,0,34,34,0,10,8,2,2,0,23,0,10,1,5,0,1,6,21,15,1,1,4,0,6
"E33020010","E01009474","E02001836",2011,306,38,5,0,5,33,7,9,16,1,75,63,45,6,10,2,9,3,49,9,33,7,0,72,12,12,0,60,60,0,13,8,5,4,1,35,1,10,4,4,0,1,15,17,11,1,2,3,0,7
"E33020010","E01009472","E02001836",2011,306,38,5,0,5,33,7,9,16,1,75,63,45,6,10,2,9,3,49,9,33,7,0,72,12,12,0,60,60,0,13,8,5,4,1,35,1,10,4,4,0,1,15,17,11,1,2,3,0,7
"E33020011","E01009473","E02001836",2011,1444,55,17,0,17,38,13,13,12,0,244,78,59,6,12,1,93,73,151,65,69,12,5,88,30,30,0,58,57,1,100,76,24,23,1,565,417,103,1,7,2,35,0,103,18,10,26,49,0,138
"E33020011","E01009469","E02001836",2011,1444,55,17,0,17,38,13,13,12,0,244,78,59,6,12,1,93,73,151,65,69,12,5,88,30,30,0,58,57,1,100,76,24,23,1,565,417,103,1,7,2,35,0,103,18,10,26,49,0,138
"E33020012","E01009133","E02001837",2011,654,29,0,0,0,29,15,9,2,3,146,121,114,4,2,1,22,3,82,23,54,4,1,104,16,16,0,88,88,0,62,39,23,23,0,115,18,60,12,8,0,10,7,96,31,3,26,34,2,20
"E33020012","E01009134","E02001837",2011,654,29,0,0,0,29,15,9,2,3,146,121,114,4,2,1,22,3,82,23,54,4,1,104,16,16,0,88,88,0,62,39,23,23,0,115,18,60,12,8,0,10,7,96,31,3,26,34,2,20
"E33020012","E01009131","E02001837",2011,654,29,0,0,0,29,15,9,2,3,146,121,114,4,2,1,22,3,82,23,54,4,1,104,16,16,0,88,88,0,62,39,23,23,0,115,18,60,12,8,0,10,7,96,31,3,26,34,2,20
"E33020012","E01009130","E02001837",2011,654,29,0,0,0,29,15,9,2,3,146,121,114,4,2,1,22,3,82,23,54,4,1,104,16,16,0,88,88,0,62,39,23,23,0,115,18,60,12,8,0,10,7,96,31,3,26,34,2,20
"E33020013","E01009128","E02001837",2011,357,17,1,0,1,16,7,1,8,0,61,25,19,4,2,0,24,12,39,31,7,1,0,86,27,27,0,59,59,0,24,13,11,11,0,76,26,28,5,5,0,12,0,41,6,4,17,14,0,13
"E33020013","E01009131","E02001837",2011,357,17,1,0,1,16,7,1,8,0,61,25,19,4,2,0,24,12,39,31,7,1,0,86,27,27,0,59,59,0,24,13,11,11,0,76,26,28,5,5,0,12,0,41,6,4,17,14,0,13
"E33020013","E01009127","E02001837",2011,357,17,1,0,1,16,7,1,8,0,61,25,19,4,2,0,24,12,39,31,7,1,0,86,27,27,0,59,59,0,24,13,11,11,0,76,26,28,5,5,0,12,0,41,6,4,17,14,0,13
"E33020014","E01009137","E02001837",2011,337,9,2,0,2,7,4,1,0,2,57,24,17,0,5,2,23,10,51,39,8,4,0,81,16,16,0,65,64,1,30,20,10,9,1,72,19,33,1,4,2,9,4,24,6,4,6,8,0,13
"E33020014","E01009134","E02001837",2011,337,9,2,0,2,7,4,1,0,2,57,24,17,0,5,2,23,10,51,39,8,4,0,81,16,16,0,65,64,1,30,20,10,9,1,72,19,33,1,4,2,9,4,24,6,4,6,8,0,13
"E33020015","E01009440","E02001838",2011,383,41,9,0,9,32,15,5,11,1,126,95,84,1,7,3,22,9,53,25,24,3,1,46,12,12,0,34,34,0,12,9,3,3,0,50,10,14,2,2,0,15,7,41,26,0,3,12,0,14
"E33020015","E01009436","E02001838",2011,383,41,9,0,9,32,15,5,11,1,126,95,84,1,7,3,22,9,53,25,24,3,1,46,12,12,0,34,34,0,12,9,3,3,0,50,10,14,2,2,0,15,7,41,26,0,3,12,0,14
"E33020016","E01009438","E02001838",2011,280,41,4,0,4,37,12,12,12,1,79,55,19,7,26,3,17,7,28,18,6,1,3,90,12,12,0,78,78,0,17,10,7,6,1,9,2,2,2,1,0,2,0,12,1,0,3,7,1,4
"E33020016","E01009436","E02001838",2011,280,41,4,0,4,37,12,12,12,1,79,55,19,7,26,3,17,7,28,18,6,1,3,90,12,12,0,78,78,0,17,10,7,6,1,9,2,2,2,1,0,2,0,12,1,0,3,7,1,4
"E33020017","E01009440","E02001838",2011,281,14,4,0,4,10,6,2,2,0,77,63,51,3,7,2,7,7,50,12,36,2,0,33,3,3,0,30,30,0,22,18,4,3,1,46,0,39,0,1,1,1,4,30,17,3,2,8,0,9
"E33020018","E01009450","E02001838",2011,367,56,8,0,8,48,16,22,7,3,80,49,22,12,12,3,25,6,40,21,12,1,6,102,11,11,0,91,91,0,12,8,4,4,0,33,14,4,7,2,0,1,5,35,7,1,18,8,1,9
"E33020018","E01009434","E02001838",2011,367,56,8,0,8,48,16,22,7,3,80,49,22,12,12,3,25,6,40,21,12,1,6,102,11,11,0,91,91,0,12,8,4,4,0,33,14,4,7,2,0,1,5,35,7,1,18,8,1,9
"E33020019","E01009225","E02001839",2011,365,20,4,1,3,16,9,6,1,0,101,79,72,1,5,1,17,5,54,14,36,2,2,51,17,17,0,34,34,0,19,11,8,6,2,62,3,40,0,4,0,2,13,51,25,0,2,24,0,7
"E33020019","E01009223","E02001839",2011,365,20,4,1,3,16,9,6,1,0,101,79,72,1,5,1,17,5,54,14,36,2,2,51,17,17,0,34,34,0,19,11,8,6,2,62,3,40,0,4,0,2,13,51,25,0,2,24,0,7
"E33020019","E01009228","E02001839",2011,365,20,4,1,3,16,9,6,1,0,101,79,72,1,5,1,17,5,54,14,36,2,2,51,17,17,0,34,34,0,19,11,8,6,2,62,3,40,0,4,0,2,13,51,25,0,2,24,0,7
"E33020020","E01009227","E02001839",2011,328,23,7,0,7,16,7,4,5,0,55,32,21,1,9,1,16,7,35,14,14,4,3,99,22,22,0,77,77,0,27,9,18,16,2,38,6,12,5,9,1,3,2,32,13,1,9,9,0,19
"E33020020","E01009228","E02001839",2011,328,23,7,0,7,16,7,4,5,0,55,32,21,1,9,1,16,7,35,14,14,4,3,99,22,22,0,77,77,0,27,9,18,16,2,38,6,12,5,9,1,3,2,32,13,1,9,9,0,19
"E33020021","E01009223","E02001839",2011,254,13,8,0,8,5,3,2,0,0,40,23,12,4,6,1,13,4,25,18,5,0,2,54,16,16,0,38,38,0,34,17,17,17,0,35,8,13,4,8,0,2,0,45,18,4,13,9,1,8
"E33020022","E01009228","E02001839",2011,310,32,5,0,5,27,20,4,3,0,61,48,41,2,5,0,9,4,49,22,22,2,3,58,6,6,0,52,51,1,21,10,11,11,0,52,5,35,2,2,1,5,2,31,11,0,7,13,0,6
"E33020022","E01009225","E02001839",2011,310,32,5,0,5,27,20,4,3,0,61,48,41,2,5,0,9,4,49,22,22,2,3,58,6,6,0,52,51,1,21,10,11,11,0,52,5,35,2,2,1,5,2,31,11,0,7,13,0,6
"E33020023","E01009129","E02001840",2011,305,14,3,0,3,11,5,0,6,0,80,55,44,4,6,1,14,11,30,9,17,1,3,54,5,5,0,49,49,0,27,14,13,13,0,45,16,17,1,4,0,4,3,46,19,3,8,16,0,9
"E33020023","E01009132","E02001840",2011,305,14,3,0,3,11,5,0,6,0,80,55,44,4,6,1,14,11,30,9,17,1,3,54,5,5,0,49,49,0,27,14,13,13,0,45,16,17,1,4,0,4,3,46,19,3,8,16,0,9
"E33020024","E01009121","E02001840",2011,245,30,7,0,7,23,10,3,10,0,77,65,61,0,4,0,7,5,34,15,14,4,1,36,8,8,0,28,28,0,12,4,8,8,0,36,6,22,0,3,0,5,0,15,5,1,5,4,0,5
"E33020025","E01009122","E02001840",2011,353,10,4,0,4,6,1,1,4,0,80,51,45,4,2,0,25,4,34,23,8,1,2,49,11,11,0,38,38,0,34,13,21,20,1,39,7,15,3,12,0,2,0,87,4,6,61,16,0,20
"E33020026","E01009136","E02001840",2011,376,20,3,0,3,17,6,5,6,0,83,62,55,1,6,0,16,5,30,14,6,10,0,33,9,9,0,24,24,0,27,16,11,11,0,130,12,109,1,2,0,4,2,39,8,4,6,21,0,14
"E33020026","E01009132","E02001840",2011,376,20,3,0,3,17,6,5,6,0,83,62,55,1,6,0,16,5,30,14,6,10,0,33,9,9,0,24,24,0,27,16,11,11,0,130,12,109,1,2,0,4,2,39,8,4,6,21,0,14
"E33020027","E01009121","E02001840",2011,274,20,7,0,7,13,6,6,1,0,89,59,52,3,4,0,20,10,32,9,21,2,0,26,6,6,0,20,20,0,16,11,5,5,0,59,21,31,0,1,0,3,3,22,9,1,4,8,0,10
"E33020028","E01009463","E02001841",2011,245,35,2,0,2,33,8,13,11,1,48,33,24,1,7,1,10,5,24,9,13,2,0,47,14,14,0,33,33,0,23,13,10,10,0,35,0,31,1,1,0,2,0,27,5,5,1,16,0,6
"E33020028","E01009457","E02001841",2011,245,35,2,0,2,33,8,13,11,1,48,33,24,1,7,1,10,5,24,9,13,2,0,47,14,14,0,33,33,0,23,13,10,10,0,35,0,31,1,1,0,2,0,27,5,5,1,16,0,6
"E33020029","E01009463","E02001841",2011,274,42,9,0,9,33,13,4,16,0,72,50,33,2,10,5,14,8,41,28,11,2,0,52,7,7,0,45,45,0,6,0,6,6,0,28,4,11,0,1,1,8,3,22,10,0,2,10,0,11
"E33020029","E01009459","E02001841",2011,274,42,9,0,9,33,13,4,16,0,72,50,33,2,10,5,14,8,41,28,11,2,0,52,7,7,0,45,45,0,6,0,6,6,0,28,4,11,0,1,1,8,3,22,10,0,2,10,0,11
"E33020030","E01009461","E02001841",2011,318,53,12,0,12,41,18,8,13,2,94,73,37,6,28,2,18,3,32,15,14,1,2,73,16,16,0,57,55,2,12,7,5,5,0,22,5,11,0,5,0,1,0,21,6,2,7,6,0,11
"E33020030","E01009463","E02001841",2011,318,53,12,0,12,41,18,8,13,2,94,73,37,6,28,2,18,3,32,15,14,1,2,73,16,16,0,57,55,2,12,7,5,5,0,22,5,11,0,5,0,1,0,21,6,2,7,6,0,11
"E33020031","E01009459","E02001841",2011,323,30,6,0,6,24,10,5,8,1,93,62,39,4,17,2,20,11,52,26,23,3,0,58,10,10,0,48,48,0,13,7,6,6,0,24,11,9,1,1,0,1,1,24,17,0,4,3,0,29
"E33020031","E01009457","E02001841",2011,323,30,6,0,6,24,10,5,8,1,93,62,39,4,17,2,20,11,52,26,23,3,0,58,10,10,0,48,48,0,13,7,6,6,0,24,11,9,1,1,0,1,1,24,17,0,4,3,0,29
"E33020032","E01009245","E02001842",2011,299,19,3,0,3,16,5,3,7,1,46,24,14,3,5,2,13,9,28,6,19,3,0,92,12,12,0,80,80,0,24,8,16,14,2,57,7,35,4,2,0,4,5,22,9,1,3,9,0,11
"E33020032","E01009246","E02001842",2011,299,19,3,0,3,16,5,3,7,1,46,24,14,3,5,2,13,9,28,6,19,3,0,92,12,12,0,80,80,0,24,8,16,14,2,57,7,35,4,2,0,4,5,22,9,1,3,9,0,11
