"wz11cd","lsoa11cd","msoa11cd","date","Industry: All categories: Industry; measures: Value","Industry: A Agriculture, forestry and fishing; measures: Value","Industry: B Mining and quarrying; measures: Value","Industry: C Manufacturing; measures: Value","Industry: C10-12 Manufacturing: Food, beverages and tobacco; measures: Value","Industry: C13-15 Manufacturing: Textiles, wearing apparel and leather and related products; measures: Value","Industry: C16,17 Manufacturing: Wood, paper and paper products; measures: Value","Industry: C19-22 Manufacturing: Chemicals, chemical products, rubber and plastic; measures: Value","Industry: C23-25 Manufacturing: Low tech; measures: Value","Industry: C26-30 Manufacturing: High tech; measures: Value","Industry: C18, 31, 32 Manufacturing: Other; measures: Value","Industry: D Electricity, gas, steam and air conditioning supply; measures: Value","Industry: E Water supply, sewerage, waste management and remediation activities; measures: Value","Industry: F Construction; measures: Value","Industry: G Wholesale and retail trade; repair of motor vehicles and motor cycles; measures: Value","Industry: H Transport and storage; measures: Value","Industry: I Accommodation and food service activities; measures: Value","Industry: J Information and communication; measures: Value","Industry: K Financial and insurance activities; measures: Value","Industry: L Real estate activities; measures: Value","Industry: M Professional, scientific and technical activities; measures: Value","Industry: N Administrative and support service activities; measures: Value","Industry: O Public administration and defence; compulsory social security; measures: Value","Industry: P Education; measures: Value","Industry: Q Human health and social work activities; measures: Value","Industry: R,S Arts, entertainment and recreation; other service activities; measures: Value","Industry: T Activities of households as employers; undifferentiated goods - and services - producing activities of households for own use; measures: Value","Industry: U Activities of extraterritorial organisations and bodies; measures: Value"
"E33020225","E01009514","E02001888",2011,411,1,0,15,1,1,0,1,5,5,2,1,0,67,81,16,13,4,3,11,3,21,18,10,115,32,0,0
"E33020226","E01033642","E02001889",2011,754,1,0,27,6,3,1,3,3,4,7,3,1,25,136,49,40,8,4,5,39,23,8,50,302,31,1,1
"E33020226","E01009325","E02001889",2011,754,1,0,27,6,3,1,3,3,4,7,3,1,25,136,49,40,8,4,5,39,23,8,50,302,31,1,1
"E33020226","E01009343","E02001889",2011,754,1,0,27,6,3,1,3,3,4,7,3,1,25,136,49,40,8,4,5,39,23,8,50,302,31,1,1
"E33020226","E01009342","E02001889",2011,754,1,0,27,6,3,1,3,3,4,7,3,1,25,136,49,40,8,4,5,39,23,8,50,302,31,1,1
"E33020227","E01009343","E02001889",2011,355,1,0,20,10,0,0,2,2,3,3,0,0,18,43,28,25,11,7,6,8,14,3,93,59,18,1,0
"E33020227","E01009342","E02001889",2011,355,1,0,20,10,0,0,2,2,3,3,0,0,18,43,28,25,11,7,6,8,14,3,93,59,18,1,0
"E33020228","E01008990","E02001890",2011,1037,0,0,11,0,0,1,0,2,6,2,2,2,38,43,10,22,9,432,7,38,30,106,32,238,16,1,0
"E33020228","E01008991","E02001890",2011,1037,0,0,11,0,0,1,0,2,6,2,2,2,38,43,10,22,9,432,7,38,30,106,32,238,16,1,0
"E33020228","E01008988","E02001890",2011,1037,0,0,11,0,0,1,0,2,6,2,2,2,38,43,10,22,9,432,7,38,30,106,32,238,16,1,0
"E33020229","E01008989","E02001890",2011,405,0,0,17,4,0,0,1,1,2,9,0,0,11,27,1,57,11,14,21,42,13,3,39,107,41,1,0
"E33020229","E01008991","E02001890",2011,405,0,0,17,4,0,0,1,1,2,9,0,0,11,27,1,57,11,14,21,42,13,3,39,107,41,1,0
"E33020230","E01008990","E02001890",2011,1281,2,0,5,1,0,0,0,0,3,1,1,1,10,25,12,92,7,17,4,60,81,130,605,159,69,1,0
"E33020231","E01008987","E02001890",2011,411,0,0,5,0,0,0,1,1,0,3,0,2,12,37,3,97,6,11,14,63,15,3,11,81,51,0,0
"E33020231","E01008988","E02001890",2011,411,0,0,5,0,0,0,1,1,0,3,0,2,12,37,3,97,6,11,14,63,15,3,11,81,51,0,0
"E33020232","E01008988","E02001890",2011,411,0,0,14,0,0,0,1,2,8,3,3,0,16,29,6,49,8,9,4,18,10,8,147,70,20,0,0
"E33020232","E01008986","E02001890",2011,411,0,0,14,0,0,0,1,2,8,3,3,0,16,29,6,49,8,9,4,18,10,8,147,70,20,0,0
"E33020233","E01008987","E02001890",2011,252,0,0,7,0,3,0,0,0,2,2,1,92,22,15,4,18,8,4,4,10,11,1,19,26,10,0,0
"E33020234","E01008989","E02001890",2011,335,0,0,10,2,1,0,1,0,6,0,0,0,26,38,12,19,11,7,7,22,25,5,28,102,22,1,0
"E33020234","E01008986","E02001890",2011,335,0,0,10,2,1,0,1,0,6,0,0,0,26,38,12,19,11,7,7,22,25,5,28,102,22,1,0
"E33020235","E01009326","E02001892",2011,578,1,0,12,1,2,0,1,1,3,4,1,1,13,49,19,29,6,0,0,6,16,5,369,39,12,0,0
"E33020235","E01008898","E02001892",2011,578,1,0,12,1,2,0,1,1,3,4,1,1,13,49,19,29,6,0,0,6,16,5,369,39,12,0,0
"E33020236","E01009513","E02001892",2011,294,0,0,11,0,2,0,0,3,5,1,0,1,14,38,13,13,8,0,4,2,16,2,119,31,22,0,0
"E33020237","E01008896","E02001892",2011,323,0,0,17,2,0,0,2,4,6,3,0,2,22,28,26,11,9,6,2,10,40,10,11,122,7,0,0
"E33020237","E01009513","E02001892",2011,323,0,0,17,2,0,0,2,4,6,3,0,2,22,28,26,11,9,6,2,10,40,10,11,122,7,0,0
"E33020237","E01009341","E02001892",2011,323,0,0,17,2,0,0,2,4,6,3,0,2,22,28,26,11,9,6,2,10,40,10,11,122,7,0,0
"E33020238","E01008882","E02001892",2011,379,0,0,13,1,2,0,1,3,2,4,1,1,48,18,25,12,6,8,25,4,19,55,27,106,11,0,0
"E33020238","E01008898","E02001892",2011,379,0,0,13,1,2,0,1,3,2,4,1,1,48,18,25,12,6,8,25,4,19,55,27,106,11,0,0
"E33020239","E01009515","E02001893",2011,253,1,0,15,2,1,0,1,1,4,6,2,0,20,19,9,13,4,5,7,6,12,4,20,106,10,0,0
"E33020239","E01009518","E02001893",2011,253,1,0,15,2,1,0,1,1,4,6,2,0,20,19,9,13,4,5,7,6,12,4,20,106,10,0,0
"E33020240","E01008881","E02001893",2011,399,0,0,12,0,1,0,0,0,6,5,3,0,80,116,10,38,14,9,2,10,29,8,19,34,14,1,0
"E33020240","E01008897","E02001893",2011,399,0,0,12,0,1,0,0,0,6,5,3,0,80,116,10,38,14,9,2,10,29,8,19,34,14,1,0
"E33020241","E01008881","E02001893",2011,315,0,0,8,1,1,0,0,1,0,5,0,0,4,39,10,35,0,24,13,3,9,6,132,18,14,0,0
"E33020242","E01009521","E02001893",2011,535,0,0,17,4,1,0,1,0,4,7,3,4,74,124,33,22,25,15,15,28,58,9,13,51,44,0,0
"E33020242","E01009518","E02001893",2011,535,0,0,17,4,1,0,1,0,4,7,3,4,74,124,33,22,25,15,15,28,58,9,13,51,44,0,0
"E33020243","E01009323","E02001895",2011,352,0,0,14,2,1,0,0,5,5,1,0,2,35,39,20,31,8,5,2,10,19,7,113,35,12,0,0
"E33020243","E01009322","E02001895",2011,352,0,0,14,2,1,0,0,5,5,1,0,2,35,39,20,31,8,5,2,10,19,7,113,35,12,0,0
"E33020243","E01009321","E02001895",2011,352,0,0,14,2,1,0,0,5,5,1,0,2,35,39,20,31,8,5,2,10,19,7,113,35,12,0,0
"E33020244","E01009302","E02001895",2011,378,0,0,14,3,0,0,1,4,3,3,0,0,44,63,14,19,11,2,11,14,13,6,10,138,19,0,0
"E33020245","E01009314","E02001895",2011,556,0,0,17,0,2,0,2,4,5,4,2,2,42,80,27,35,3,7,8,12,27,26,75,138,54,1,0
"E33020245","E01009323","E02001895",2011,556,0,0,17,0,2,0,2,4,5,4,2,2,42,80,27,35,3,7,8,12,27,26,75,138,54,1,0
"E33020245","E01009322","E02001895",2011,556,0,0,17,0,2,0,2,4,5,4,2,2,42,80,27,35,3,7,8,12,27,26,75,138,54,1,0
"E33020246","E01009338","E02001896",2011,416,2,0,15,3,1,0,0,1,2,8,0,0,27,37,20,19,8,6,2,5,18,6,189,48,14,0,0
"E33020246","E01009337","E02001896",2011,416,2,0,15,3,1,0,0,1,2,8,0,0,27,37,20,19,8,6,2,5,18,6,189,48,14,0,0
"E33020247","E01009380","E02001896",2011,330,0,0,7,2,2,0,0,1,0,2,0,0,9,73,10,46,7,9,3,33,73,1,20,24,14,0,1
"E33020248","E01009334","E02001896",2011,466,0,0,19,5,0,1,1,2,6,4,1,1,20,73,30,21,11,4,3,15,23,5,195,35,10,0,0
"E33020248","E01009337","E02001896",2011,466,0,0,19,5,0,1,1,2,6,4,1,1,20,73,30,21,11,4,3,15,23,5,195,35,10,0,0
"E33020248","E01009329","E02001896",2011,466,0,0,19,5,0,1,1,2,6,4,1,1,20,73,30,21,11,4,3,15,23,5,195,35,10,0,0
"E33020249","E01009362","E02001897",2011,376,0,0,15,3,0,1,1,4,2,4,0,0,9,32,9,7,1,5,3,16,10,26,86,128,28,1,0
"E33020250","E01009365","E02001897",2011,638,0,0,188,6,7,1,12,59,63,40,1,4,38,154,20,31,6,10,13,20,22,10,42,63,16,0,0
"E33020250","E01009364","E02001897",2011,638,0,0,188,6,7,1,12,59,63,40,1,4,38,154,20,31,6,10,13,20,22,10,42,63,16,0,0
"E33020251","E01009365","E02001897",2011,475,0,0,42,1,6,0,1,7,1,26,0,0,26,53,7,45,0,10,26,17,8,9,61,130,40,0,1
"E33020252","E01009363","E02001897",2011,472,2,0,98,3,1,17,13,21,11,32,0,8,26,173,29,19,2,1,10,3,17,4,26,43,11,0,0
"E33020253","E01009379","E02001897",2011,220,0,0,7,2,1,0,0,1,1,2,0,0,5,18,12,15,1,6,12,3,9,13,95,14,10,0,0
"E33020254","E01009363","E02001897",2011,227,0,0,5,2,1,0,1,0,0,1,1,1,5,15,8,70,3,2,3,5,6,2,80,15,5,1,0
"E33020254","E01009379","E02001897",2011,227,0,0,5,2,1,0,1,0,0,1,1,1,5,15,8,70,3,2,3,5,6,2,80,15,5,1,0
"E33020255","E01009362","E02001897",2011,500,0,0,137,6,12,0,73,12,21,13,0,0,6,40,11,12,2,1,15,12,13,26,153,63,9,0,0
"E33020255","E01009364","E02001897",2011,500,0,0,137,6,12,0,73,12,21,13,0,0,6,40,11,12,2,1,15,12,13,26,153,63,9,0,0
"E33020256","E01009312","E02001898",2011,333,0,0,15,0,0,0,1,5,6,3,1,1,65,26,14,23,10,7,1,6,23,12,74,21,33,1,0
"E33020256","E01009324","E02001898",2011,333,0,0,15,0,0,0,1,5,6,3,1,1,65,26,14,23,10,7,1,6,23,12,74,21,33,1,0
"E33020257","E01009312","E02001898",2011,386,0,0,19,1,1,0,1,5,8,3,5,0,99,54,20,11,15,9,6,14,18,9,32,49,26,0,0
"E33020257","E01009520","E02001898",2011,386,0,0,19,1,1,0,1,5,8,3,5,0,99,54,20,11,15,9,6,14,18,9,32,49,26,0,0
"E33020257","E01009519","E02001898",2011,386,0,0,19,1,1,0,1,5,8,3,5,0,99,54,20,11,15,9,6,14,18,9,32,49,26,0,0
"E33020258","E01009260","E02001899",2011,499,0,0,4,0,1,0,1,0,2,0,0,1,14,26,7,17,13,5,6,14,13,4,194,173,8,0,0
"E33020258","E01009252","E02001899",2011,499,0,0,4,0,1,0,1,0,2,0,0,1,14,26,7,17,13,5,6,14,13,4,194,173,8,0,0
"E33020259","E01009066","E02001899",2011,599,0,0,19,1,1,0,2,2,4,9,0,0,9,44,7,50,20,8,4,29,13,33,268,83,12,0,0
"E33020260","E01009260","E02001899",2011,696,0,0,13,2,0,0,1,1,5,4,2,0,15,19,5,19,13,6,11,18,10,98,245,189,31,2,0
"E33020260","E01009252","E02001899",2011,696,0,0,13,2,0,0,1,1,5,4,2,0,15,19,5,19,13,6,11,18,10,98,245,189,31,2,0
"E33020261","E01009261","E02001899",2011,281,1,0,13,0,0,0,1,2,5,5,1,2,32,33,12,21,18,5,8,9,9,9,15,68,25,0,0
"E33020262","E01009252","E02001899",2011,619,1,0,11,6,2,0,2,1,0,0,0,1,36,36,23,14,17,20,11,30,12,9,139,226,33,0,0
"E33020262","E01009070","E02001899",2011,619,1,0,11,6,2,0,2,1,0,0,0,1,36,36,23,14,17,20,11,30,12,9,139,226,33,0,0
"E33020263","E01008994","E02001900",2011,431,0,0,17,2,1,0,3,3,3,5,0,2,13,60,4,25,11,7,7,24,15,10,111,59,65,0,1
"E33020263","E01008997","E02001900",2011,431,0,0,17,2,1,0,3,3,3,5,0,2,13,60,4,25,11,7,7,24,15,10,111,59,65,0,1
"E33020264","E01008994","E02001900",2011,671,1,0,23,0,1,0,3,1,2,16,1,2,14,24,4,18,13,54,14,150,20,47,93,156,36,1,0
"E33020265","E01008996","E02001900",2011,404,0,0,12,2,0,0,1,2,4,3,1,1,18,52,19,18,10,3,1,38,21,10,57,108,35,0,0
"E33020265","E01008984","E02001900",2011,404,0,0,12,2,0,0,1,2,4,3,1,1,18,52,19,18,10,3,1,38,21,10,57,108,35,0,0
"E33020266","E01009072","E02001901",2011,401,0,0,15,2,0,2,1,3,4,3,1,1,22,43,2,13,18,4,11,34,8,17,24,144,44,0,0
"E33020267","E01009068","E02001901",2011,414,0,0,12,5,1,0,0,0,4,2,1,3,15,37,6,29,14,17,52,49,21,35,37,42,40,4,0
"E33020267","E01009067","E02001901",2011,414,0,0,12,5,1,0,0,0,4,2,1,3,15,37,6,29,14,17,52,49,21,35,37,42,40,4,0
"E33020268","E01009065","E02001901",2011,415,0,0,8,1,0,0,0,3,2,2,0,0,6,11,1,3,8,12,7,47,9,260,12,16,13,2,0
"E33020268","E01009067","E02001901",2011,415,0,0,8,1,0,0,0,3,2,2,0,0,6,11,1,3,8,12,7,47,9,260,12,16,13,2,0
"E33020268","E01009069","E02001901",2011,415,0,0,8,1,0,0,0,3,2,2,0,0,6,11,1,3,8,12,7,47,9,260,12,16,13,2,0
"E33020269","E01009069","E02001901",2011,316,0,0,5,1,0,0,0,0,1,3,0,0,8,54,2,42,14,38,26,24,12,4,18,56,13,0,0
"E33020270","E01009068","E02001901",2011,597,0,0,11,0,1,0,0,3,2,5,1,3,34,230,7,80,11,46,13,26,26,10,21,22,55,1,0
"E33020270","E01009069","E02001901",2011,597,0,0,11,0,1,0,0,3,2,5,1,3,34,230,7,80,11,46,13,26,26,10,21,22,55,1,0
"E33020271","E01009065","E02001901",2011,284,0,0,5,0,0,0,2,1,0,2,0,2,7,26,9,18,9,4,9,46,14,5,12,109,9,0,0
"E33020272","E01009068","E02001901",2011,382,1,0,11,2,2,0,0,1,1,5,1,1,7,23,53,29,6,3,21,10,5,5,143,18,45,0,0
"E33020273","E01008886","E02001902",2011,521,0,0,35,1,0,0,1,19,9,5,3,1,81,75,27,65,40,3,9,49,43,3,22,43,20,2,0
"E33020273","E01008885","E02001902",2011,521,0,0,35,1,0,0,1,19,9,5,3,1,81,75,27,65,40,3,9,49,43,3,22,43,20,2,0
"E33020273","E01008888","E02001902",2011,521,0,0,35,1,0,0,1,19,9,5,3,1,81,75,27,65,40,3,9,49,43,3,22,43,20,2,0
"E33020274","E01008886","E02001902",2011,283,0,0,14,1,0,0,0,7,4,2,1,1,20,20,9,11,4,3,2,29,12,86,9,41,21,0,0
"E33020274","E01008885","E02001902",2011,283,0,0,14,1,0,0,0,7,4,2,1,1,20,20,9,11,4,3,2,29,12,86,9,41,21,0,0
"E33020275","E01009313","E02001902",2011,332,1,0,4,0,0,0,0,1,3,0,0,0,35,47,10,15,11,1,14,5,13,7,119,39,11,0,0
"E33020276","E01009368","E02001903",2011,397,0,0,10,3,3,0,1,1,0,2,1,0,23,78,9,9,1,2,8,4,10,43,125,67,7,0,0
"E33020276","E01009371","E02001903",2011,397,0,0,10,3,3,0,1,1,0,2,1,0,23,78,9,9,1,2,8,4,10,43,125,67,7,0,0
"E33020277","E01009368","E02001903",2011,297,1,0,15,8,1,0,0,4,1,1,0,1,29,44,24,17,3,4,2,6,8,2,117,20,4,0,0
"E33020277","E01033650","E02001903",2011,297,1,0,15,8,1,0,0,4,1,1,0,1,29,44,24,17,3,4,2,6,8,2,117,20,4,0,0
"E33020278","E01033650","E02001903",2011,413,0,0,168,15,2,1,28,87,12,23,1,0,32,105,22,14,3,2,3,13,9,3,22,9,7,0,0
"E33020279","E01009397","E02001903",2011,551,0,0,35,5,15,0,0,1,0,14,1,0,10,103,36,62,2,3,4,17,11,131,101,26,9,0,0
"E33020280","E01009371","E02001903",2011,277,0,0,11,3,0,1,3,3,1,0,3,11,14,26,70,14,4,2,0,6,9,4,75,19,9,0,0
"E33020281","E01008883","E02001904",2011,281,0,0,21,2,0,0,3,7,4,5,3,2,25,47,30,12,5,5,2,8,25,6,17,58,15,0,0
"E33020281","E01008884","E02001904",2011,281,0,0,21,2,0,0,3,7,4,5,3,2,25,47,30,12,5,5,2,8,25,6,17,58,15,0,0
"E33020282","E01008884","E02001904",2011,328,0,0,36,0,1,1,0,21,10,3,0,28,32,64,8,12,7,1,0,6,11,58,46,14,5,0,0
"E33020283","E01008889","E02001904",2011,407,1,0,67,0,0,0,5,5,48,9,2,0,30,39,13,2,7,6,6,14,57,9,5,98,51,0,0
"E33020284","E01008883","E02001904",2011,622,0,0,222,79,2,10,30,32,8,61,0,3,23,128,44,19,4,6,6,6,56,8,15,78,4,0,0
"E33020284","E01008887","E02001904",2011,622,0,0,222,79,2,10,30,32,8,61,0,3,23,128,44,19,4,6,6,6,56,8,15,78,4,0,0
"E33020285","E01008887","E02001904",2011,369,0,0,11,0,0,0,1,1,4,5,2,0,45,56,8,12,6,9,4,23,39,33,14,58,49,0,0
"E33020286","E01008992","E02001905",2011,444,0,0,5,0,2,0,0,1,2,0,1,0,7,17,4,38,5,4,7,16,16,6,259,39,20,0,0
"E33020287","E01009283","E02001905",2011,305,0,0,4,0,1,0,0,0,2,1,0,1,13,30,6,27,14,2,7,17,2,7,30,127,17,1,0
"E33020288","E01008992","E02001905",2011,436,1,0,9,1,1,0,0,1,2,4,2,1,7,29,2,14,2,4,3,10,9,4,89,240,9,1,0
"E33020288","E01033631","E02001905",2011,436,1,0,9,1,1,0,0,1,2,4,2,1,7,29,2,14,2,4,3,10,9,4,89,240,9,1,0
"E33020289","E01033631","E02001905",2011,697,0,0,36,31,2,0,0,1,1,1,0,0,14,26,2,59,11,4,9,30,17,6,295,166,21,1,0
"E33020290","E01008982","E02001905",2011,1031,0,0,11,1,0,0,2,1,5,2,0,0,22,72,5,31,15,15,7,19,17,13,136,519,148,1,0
"E33020291","E01009249","E02001906",2011,263,0,0,12,2,1,0,0,4,4,1,1,0,19,20,51,39,13,3,3,7,5,11,8,61,10,0,0
"E33020291","E01009251","E02001906",2011,263,0,0,12,2,1,0,0,4,4,1,1,0,19,20,51,39,13,3,3,7,5,11,8,61,10,0,0
"E33020292","E01009250","E02001906",2011,305,0,0,8,0,1,0,0,3,2,2,1,0,56,26,14,10,9,9,22,31,10,26,46,25,12,0,0
"E33020293","E01009249","E02001906",2011,282,0,0,10,3,0,0,0,2,4,1,0,0,42,44,10,14,8,6,3,7,18,49,14,35,22,0,0
"E33020293","E01009257","E02001906",2011,282,0,0,10,3,0,0,0,2,4,1,0,0,42,44,10,14,8,6,3,7,18,49,14,35,22,0,0
"E33020294","E01009253","E02001906",2011,423,15,0,16,6,0,0,1,1,1,7,0,0,11,30,9,18,6,4,2,4,54,13,209,20,12,0,0
"E33020294","E01009250","E02001906",2011,423,15,0,16,6,0,0,1,1,1,7,0,0,11,30,9,18,6,4,2,4,54,13,209,20,12,0,0
"E33020295","E01009253","E02001906",2011,364,1,0,13,2,0,0,0,5,3,3,1,1,45,149,2,4,9,13,3,55,15,5,12,17,19,0,0
"E33020295","E01009251","E02001906",2011,364,1,0,13,2,0,0,0,5,3,3,1,1,45,149,2,4,9,13,3,55,15,5,12,17,19,0,0
"E33020296","E01009255","E02001906",2011,288,0,0,13,3,0,0,1,4,4,1,1,2,35,43,8,18,6,2,0,8,9,4,104,15,20,0,0
"E33020296","E01009257","E02001906",2011,288,0,0,13,3,0,0,1,4,4,1,1,2,35,43,8,18,6,2,0,8,9,4,104,15,20,0,0
"E33020297","E01009315","E02001907",2011,645,0,0,8,2,0,1,0,1,2,2,0,2,43,40,9,7,5,5,6,5,15,116,91,272,21,0,0
"E33020297","E01009317","E02001907",2011,645,0,0,8,2,0,1,0,1,2,2,0,2,43,40,9,7,5,5,6,5,15,116,91,272,21,0,0
"E33020297","E01009318","E02001907",2011,645,0,0,8,2,0,1,0,1,2,2,0,2,43,40,9,7,5,5,6,5,15,116,91,272,21,0,0
"E33020298","E01009316","E02001907",2011,575,0,0,50,3,2,0,1,16,20,8,5,4,176,38,8,46,15,11,0,70,31,89,5,14,12,1,0
"E33020298","E01009315","E02001907",2011,575,0,0,50,3,2,0,1,16,20,8,5,4,176,38,8,46,15,11,0,70,31,89,5,14,12,1,0
"E33020299","E01009319","E02001907",2011,393,0,0,19,0,1,0,4,1,7,6,2,1,67,38,12,24,14,51,2,16,17,7,65,32,26,0,0
"E33020299","E01009320","E02001907",2011,393,0,0,19,0,1,0,4,1,7,6,2,1,67,38,12,24,14,51,2,16,17,7,65,32,26,0,0
"E33020299","E01009315","E02001907",2011,393,0,0,19,0,1,0,4,1,7,6,2,1,67,38,12,24,14,51,2,16,17,7,65,32,26,0,0
"E33020300","E01009319","E02001907",2011,359,1,1,15,2,0,0,1,2,3,7,5,78,53,27,11,5,13,4,0,13,21,70,10,23,9,0,0
"E33020300","E01009320","E02001907",2011,359,1,1,15,2,0,0,1,2,3,7,5,78,53,27,11,5,13,4,0,13,21,70,10,23,9,0,0
"E33020300","E01009318","E02001907",2011,359,1,1,15,2,0,0,1,2,3,7,5,78,53,27,11,5,13,4,0,13,21,70,10,23,9,0,0
"E33020301","E01033643","E02001908",2011,368,1,0,8,1,2,0,1,0,1,3,1,2,18,42,39,20,8,20,1,7,14,15,50,111,11,0,0
"E33020302","E01009373","E02001908",2011,431,0,0,20,1,4,0,1,2,9,3,0,2,24,60,31,26,8,7,2,6,25,2,116,85,16,1,0
"E33020302","E01009372","E02001908",2011,431,0,0,20,1,4,0,1,2,9,3,0,2,24,60,31,26,8,7,2,6,25,2,116,85,16,1,0
"E33020302","E01033643","E02001908",2011,431,0,0,20,1,4,0,1,2,9,3,0,2,24,60,31,26,8,7,2,6,25,2,116,85,16,1,0
"E33020303","E01009396","E02001908",2011,229,0,0,7,2,3,0,0,0,1,1,0,0,10,84,11,12,4,7,1,3,5,2,63,15,5,0,0
"E33020304","E01009396","E02001908",2011,444,2,0,30,19,1,0,1,1,1,7,0,0,27,113,23,17,6,50,25,32,24,5,25,40,25,0,0
"E33020305","E01009383","E02001909",2011,474,2,0,20,3,7,0,0,2,3,5,1,1,15,77,29,44,10,8,6,18,8,62,126,27,20,0,0
"E33020305","E01009399","E02001909",2011,474,2,0,20,3,7,0,0,2,3,5,1,1,15,77,29,44,10,8,6,18,8,62,126,27,20,0,0
"E33020306","E01009377","E02001909",2011,310,0,0,29,0,5,0,1,13,3,7,1,2,2,25,7,12,1,6,1,10,10,3,90,93,18,0,0
"E33020306","E01009375","E02001909",2011,310,0,0,29,0,5,0,1,13,3,7,1,2,2,25,7,12,1,6,1,10,10,3,90,93,18,0,0
"E33020307","E01009367","E02001909",2011,386,0,0,48,3,3,0,1,32,3,6,0,0,45,95,38,37,1,2,6,10,11,11,11,52,19,0,0
"E33020307","E01009375","E02001909",2011,386,0,0,48,3,3,0,1,32,3,6,0,0,45,95,38,37,1,2,6,10,11,11,11,52,19,0,0
"E33020308","E01009377","E02001909",2011,456,0,0,12,0,1,0,0,1,2,8,0,0,15,66,15,25,6,15,10,29,19,11,127,100,6,0,0
"E33020308","E01009375","E02001909",2011,456,0,0,12,0,1,0,0,1,2,8,0,0,15,66,15,25,6,15,10,29,19,11,127,100,6,0,0
"E33020309","E01033648","E02001910",2011,528,0,0,28,3,3,0,0,12,5,5,0,0,77,133,56,41,9,5,3,25,24,4,66,36,21,0,0
"E33020309","E01009376","E02001910",2011,528,0,0,28,3,3,0,0,12,5,5,0,0,77,133,56,41,9,5,3,25,24,4,66,36,21,0,0
"E33020310","E01009374","E02001910",2011,575,1,0,29,2,0,1,0,8,6,12,0,2,41,50,28,22,12,12,6,26,17,44,110,125,50,0,0
"E33020310","E01009366","E02001910",2011,575,1,0,29,2,0,1,0,8,6,12,0,2,41,50,28,22,12,12,6,26,17,44,110,125,50,0,0
"E33020310","E01009376","E02001910",2011,575,1,0,29,2,0,1,0,8,6,12,0,2,41,50,28,22,12,12,6,26,17,44,110,125,50,0,0
"E33020311","E01009376","E02001910",2011,262,0,0,3,0,0,0,0,3,0,0,2,0,10,57,0,14,4,6,1,3,8,12,101,31,9,0,1
"E33020312","E01009254","E02001911",2011,294,0,0,7,1,1,0,0,0,3,2,1,0,26,105,4,9,2,0,0,2,11,2,69,39,17,0,0
"E33020312","E01009256","E02001911",2011,294,0,0,7,1,1,0,0,0,3,2,1,0,26,105,4,9,2,0,0,2,11,2,69,39,17,0,0
"E33020313","E01009256","E02001911",2011,318,3,0,11,1,1,0,0,3,4,2,2,0,56,34,15,22,5,6,5,14,20,18,30,46,30,1,0
"E33020313","E01009254","E02001911",2011,318,3,0,11,1,1,0,0,3,4,2,2,0,56,34,15,22,5,6,5,14,20,18,30,46,30,1,0
"E33020313","E01009258","E02001911",2011,318,3,0,11,1,1,0,0,3,4,2,2,0,56,34,15,22,5,6,5,14,20,18,30,46,30,1,0
"E33020314","E01009073","E02001911",2011,371,0,0,15,1,0,0,3,4,5,2,1,1,34,33,15,17,10,6,10,10,15,42,63,80,18,1,0
"E33020314","E01009074","E02001911",2011,371,0,0,15,1,0,0,3,4,5,2,1,1,34,33,15,17,10,6,10,10,15,42,63,80,18,1,0
"E33020314","E01009258","E02001911",2011,371,0,0,15,1,0,0,3,4,5,2,1,1,34,33,15,17,10,6,10,10,15,42,63,80,18,1,0
"E33020315","E01033562","E02001913",2011,351,0,0,14,3,3,0,4,1,2,1,1,0,20,36,10,21,9,4,4,12,14,18,58,113,17,0,0
"E33020315","E01009078","E02001913",2011,351,0,0,14,3,3,0,4,1,2,1,1,0,20,36,10,21,9,4,4,12,14,18,58,113,17,0,0
"E33020316","E01009071","E02001913",2011,331,1,1,15,4,0,0,1,1,1,8,1,0,13,21,8,23,11,3,24,11,21,2,92,62,19,3,0
"E33020317","E01033562","E02001913",2011,287,1,0,8,2,0,0,0,0,4,2,0,1,31,24,4,7,13,1,9,27,16,5,17,63,60,0,0
"E33020317","E01009071","E02001913",2011,287,1,0,8,2,0,0,0,0,4,2,0,1,31,24,4,7,13,1,9,27,16,5,17,63,60,0,0
"E33020317","E01009075","E02001913",2011,287,1,0,8,2,0,0,0,0,4,2,0,1,31,24,4,7,13,1,9,27,16,5,17,63,60,0,0
"E33020318","E01009186","E02001914",2011,259,0,0,11,0,1,1,0,1,4,4,2,0,22,26,4,16,17,6,6,26,10,12,50,37,14,0,0
"E33020318","E01009183","E02001914",2011,259,0,0,11,0,1,1,0,1,4,4,2,0,22,26,4,16,17,6,6,26,10,12,50,37,14,0,0
"E33020319","E01033645","E02001914",2011,495,3,0,5,2,0,0,1,0,0,2,1,1,11,26,9,23,10,2,2,13,19,12,45,203,110,0,0
"E33020319","E01009183","E02001914",2011,495,3,0,5,2,0,0,1,0,0,2,1,1,11,26,9,23,10,2,2,13,19,12,45,203,110,0,0
"E33020320","E01009183","E02001914",2011,282,0,0,5,0,0,0,0,1,4,0,0,1,5,7,2,9,4,7,4,15,7,11,19,174,11,1,0
"E33020320","E01009186","E02001914",2011,282,0,0,5,0,0,0,0,1,4,0,0,1,5,7,2,9,4,7,4,15,7,11,19,174,11,1,0
"E33020321","E01033645","E02001914",2011,434,0,0,36,6,11,0,3,3,8,5,0,0,43,53,54,20,6,5,11,17,30,6,67,66,19,1,0
